operateur;filiere;annee;code_region;nom_region;code_categorie_consommation;code_grand_secteur;code_secteur_naf2;nb_sites;conso_totale_mwh;conso_moyenne_mwh;nombre_de_mailles_secretisees;part_thermosensible;conso_totale_a_usages_thermosensibles_mwh;conso_totale_a_usages_non_thermosensibles_mwh;thermosensibilite_totale_kwh_dju;conso_totale_corrigee_de_l_alea_climatique_a_usages_thermosensibles_mwh;conso_moyenne_a_usages_thermosensibles_mwh;conso_moyenne_a_usages_non_thermosensibles_mwh;thermosensibilite_moyenne_kwh_dju;conso_moyenne_corrigee_de_l_alea_climatique_a_usages_thermosensibles_mwh;dju_a_tr;dju_a_tn;nombre_d_habitants;taux_de_logements_collectifs;taux_de_residences_principales;superficie_des_logements_30_m2;superficie_des_logements_30_a_40_m2;superficie_des_logements_40_a_60_m2;superficie_des_logements_60_a_80_m2;superficie_des_logements_80_a_100_m2;superficie_des_logements_100_m2;residences_principales_avant_1919;residences_principales_de_1919_a_1945;residences_principales_de_1946_a_1970;residences_principales_de_1971_a_1990;residences_principales_de_1991_a_2005;residences_principales_de_2006_a_2015;residences_principales_apres_2016;taux_de_chauffage_electrique
Enedis;Electricité;2022;52;Pays de la Loire;ENT;INDUSTRIE;19;8;6184.944;773.118;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;52;Pays de la Loire;ENT;TERTIAIRE;60;8;1539.386;192.423;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;52;Pays de la Loire;ENT;TERTIAIRE;63;17;10647.045;626.297;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;52;Pays de la Loire;ENT;TERTIAIRE;69;142;9020.206;63.523;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;44;Grand Est;ENT;INDUSTRIE;26;51;51618.085;1012.119;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;75;16;1151.038;71.94;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;32;Hauts-de-France;ENT;TERTIAIRE;55;792;167386.303;211.346;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;32;Hauts-de-France;ENT;TERTIAIRE;70;1839;397683.512;216.25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;32;Hauts-de-France;ENT;TERTIAIRE;90;77;7547.621;98.021;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;32;Hauts-de-France;PRO;TERTIAIRE;;274686;2480506.283;9.03;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;28;Normandie;ENT;TERTIAIRE;62;13;1576.282;121.252;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;28;Normandie;ENT;TERTIAIRE;69;89;5392.917;60.595;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;28;Normandie;ENT;TERTIAIRE;91;36;10035.243;278.757;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;14;21;10535.471;501.689;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;35;547;121465.969;222.058;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;56;818;131695.71;160.997;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;71;149;21975.927;147.489;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;24;Centre-Val de Loire;ENT;INDUSTRIE;28;146;166671.185;1141.583;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;24;Centre-Val de Loire;ENT;TERTIAIRE;47;1580;461838.611;292.303;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;24;Centre-Val de Loire;ENT;TERTIAIRE;98;2;66.901;33.451;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;11;Île-de-France;ENT;INDUSTRIE;19;9;9107.986;1011.998;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;11;Île-de-France;ENT;TERTIAIRE;45;1686;176759.646;104.84;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;11;Île-de-France;ENT;TERTIAIRE;47;7627;1839118.966;241.133;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;33;532;65204.4159691401;122.564691671316;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;46;2920;663554.44889851;227.244674280312;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;49;1624;626795.473168813;385.957803675378;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;27;Bourgogne-Franche-Comté;ENT;AGRICULTURE;01;866;77971.3522276846;90.0362034961716;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;30;22;26922.4644092547;1223.74838223885;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;47;2253;760276.099267656;337.450554490748;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;79;13;1112.06803619709;85.5436950920836;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;53;Bretagne;ENT;INDUSTRIE;31;59;8630.43895146326;146.278626295988;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;53;Bretagne;ENT;TERTIAIRE;39;9;497.507732264001;55.2786369182223;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;53;Bretagne;ENT;TERTIAIRE;47;2366;773664.756611511;326.992712008246;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;53;Bretagne;ENT;TERTIAIRE;91;30;8301.3656224712;276.712187415707;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;24;Centre-Val de Loire;ENT;INDUSTRIE;25;552;267570.703283684;484.72953493421;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;24;Centre-Val de Loire;ENT;TERTIAIRE;66;56;6742.25225183136;120.397361639846;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;24;Centre-Val de Loire;ENT;TERTIAIRE;69;66;6929.65250672358;104.994734950357;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;INDUSTRIE;42;114;21073.8280236949;184.858140558727;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;TERTIAIRE;66;50;5888.70219216902;117.77404384338;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;TERTIAIRE;81;51;6075.91235196266;119.135536312993;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;TERTIAIRE;85;1094;256395.844484679;234.365488560036;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;TERTIAIRE;91;49;9330.17309399662;190.411695795849;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;32;Hauts-de-France;ENT;TERTIAIRE;75;11;845.208353533071;76.837123048461;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;32;Hauts-de-France;ENT;TERTIAIRE;80;14;1891.37206776228;135.098004840163;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;28;Normandie;ENT;AGRICULTURE;01;955;129178.81443488;135.265774277362;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;28;Normandie;ENT;TERTIAIRE;53;71;11349.5053181737;159.852187579911;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;75;Nouvelle Aquitaine;ENT;INDUSTRIE;15;53;15299.3777903742;288.667505478758;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;75;Nouvelle Aquitaine;ENT;INDUSTRIE;31;100;37893.4344344958;378.934344344958;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;75;Nouvelle Aquitaine;ENT;TERTIAIRE;38;235;141908.760916463;603.867067729629;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;75;Nouvelle Aquitaine;ENT;TERTIAIRE;68;2222;274051.798436092;123.335642860527;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;75;Nouvelle Aquitaine;ENT;TERTIAIRE;86;688;551791.280771527;802.022210423732;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;75;Nouvelle Aquitaine;ENT;TERTIAIRE;90;115;11233.4426678873;97.6821101555421;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;75;Nouvelle Aquitaine;ENT;TERTIAIRE;95;14;1342.00660899499;95.8576149282139;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;76;Occitanie;ENT;INDUSTRIE;23;466;258905.578583295;555.591370350419;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;76;Occitanie;ENT;TERTIAIRE;58;53;22996.2271915245;433.891079085368;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;76;Occitanie;ENT;TERTIAIRE;85;1238;307829.075002165;248.650302909665;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;76;Occitanie;ENT;TERTIAIRE;87;1095;247949.86949797;226.438236984448;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;ENT;AGRICULTURE;01;3149;425563.347495859;135.14237773765;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;ENT;TERTIAIRE;56;1113;174572.679889501;156.848768993263;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;18;107;41652.2538369324;389.273400345163;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;11;Île-de-France;ENT;INDUSTRIE;26;301;286077.310538866;950.422958600882;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;11;Île-de-France;ENT;INDUSTRIE;43;2188;197487.713784856;90.2594669949067;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;11;Île-de-France;ENT;TERTIAIRE;60;64;104458.237677646;1632.15996371322;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;60;14;7581.58125676345;541.541518340246;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;14;19;3540.23454738823;186.328134073064;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;26;75;47657.1277726868;635.428370302491;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;29;99;197754.091709737;1997.51607787613;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;32;116;50380.0815283432;434.311047658131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;60;6;1951.09883815452;325.183139692419;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;53;Bretagne;ENT;INDUSTRIE;06;5;193.528419451535;38.7056838903069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;53;Bretagne;ENT;TERTIAIRE;55;1058;155479.215157814;146.95577992232;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;53;Bretagne;ENT;TERTIAIRE;78;3;117.442648127137;39.1475493757123;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;53;Bretagne;ENT;TERTIAIRE;90;47;5063.03415331336;107.724130921561;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;53;Bretagne;ENT;TERTIAIRE;96;135;15721.415466657;116.454929382644;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;88;262;36507.2235618955;139.340547946166;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand-Est;ENT;INDUSTRIE;15;12;5607.65528880754;467.304607400629;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand-Est;ENT;INDUSTRIE;17;89;470839.064529479;5290.32656774695;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand-Est;ENT;TERTIAIRE;59;35;10941.4480182561;312.612800521604;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand-Est;ENT;TERTIAIRE;92;5;2217.20025863321;443.440051726643;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand-Est;RES;RESIDENTIEL;;2010424;9342790.75949279;4.64717430725697;0;22.6;2111119.96105787;7231670.79843492;1026347.559288;2218330.14341466;1.050086927463;3.59708737979397;0.510512985961169;1.10341407753521;2056.92500747252;2161.38297727679;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;INDUSTRIE;09;3;4228.79833333333;1409.59944444444;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;INDUSTRIE;21;28;202381.025288862;7227.89376031649;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;TERTIAIRE;60;8;2554.19837543619;319.274796929523;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;TERTIAIRE;77;159;14844.2360179078;93.3599749553949;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;TERTIAIRE;90;60;4979.45007883943;82.9908346473239;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;TERTIAIRE;94;390;49167.1112950759;126.06951614122;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;AGRICULTURE;03;36;7212.50662708544;200.347406307929;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;INDUSTRIE;16;137;111981.665594212;817.384420395711;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;INDUSTRIE;24;21;48736.147874696;2320.76894641409;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;INDUSTRIE;25;590;259317.887815805;439.521843755601;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;TERTIAIRE;90;50;5346.46456948885;106.929291389777;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;TERTIAIRE;92;20;9216.73023269295;460.836511634648;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;TERTIAIRE;95;7;2005.88139173431;286.554484533473;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;75;Nouvelle Aquitaine;ENT;TERTIAIRE;62;63;28805.6583310838;457.232671921965;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;75;Nouvelle Aquitaine;ENT;TERTIAIRE;71;366;59693.8862532703;163.098049872323;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;75;Nouvelle Aquitaine;ENT;TERTIAIRE;72;84;108188.609837082;1287.95964091765;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;75;Nouvelle Aquitaine;ENT;TERTIAIRE;82;344;107310.011612885;311.94770817699;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;75;Nouvelle Aquitaine;PRO;TERTIAIRE;;347067;2759532.16051119;7.9510070404596;691;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;52;Pays de la Loire;ENT;INDUSTRIE;21;27;43175.7712443482;1599.10263867956;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;52;Pays de la Loire;ENT;INDUSTRIE;29;127;140507.152353028;1106.3555303388;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;52;Pays de la Loire;ENT;TERTIAIRE;74;33;2632.50973056014;79.773022138186;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;52;Pays de la Loire;ENT;TERTIAIRE;79;21;4859.59342172813;231.409210558482;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;52;Pays de la Loire;ENT;TERTIAIRE;88;385;47520.7632195266;123.430553816952;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;52;Pays de la Loire;PRO;TERTIAIRE;;199171;1667040.6605577;8.36989652387999;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;93;Provence-Alpes-Côte d'Azur;ENT;INCONNU;;98;6561.00090060812;66.9489887817155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;30;31;84544.6638320126;2727.2472203875;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;43;768;40159.4438602019;52.2909425263046;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;51;6;9916.62822415621;1652.7713706927;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;75;19;1307.87329511924;68.835436585223;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;11;Île-de-France;ENT;AGRICULTURE;01;669;68399.009133809;102.240671350985;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;11;Île-de-France;ENT;TERTIAIRE;46;4529;895710.917758459;197.772337769587;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;11;Île-de-France;ENT;TERTIAIRE;51;52;123272.110189739;2370.61750364883;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;11;Île-de-France;ENT;TERTIAIRE;72;223;464452.11818356;2082.74492458995;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;09;4;1379.81224645372;344.953061613429;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;11;182;280445.32030467;1540.90835332236;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;65;159;31078.3480265995;195.461308343393;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;68;7943;1223004.02601496;153.972557725666;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;10;1160;787952.70697162;679.269574975534;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;16;361;242272.310623344;671.114433859678;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;65;44;7718.11525431704;175.411710325387;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;66;34;4100.41453716907;120.600427563796;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;80;10;1674.01782520968;167.401782520968;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;81;35;4067.84004390835;116.224001254524;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;91;27;6608.5959086452;244.762811431304;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;INDUSTRIE;29;58;15507.2777660502;267.366858035348;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;INDUSTRIE;32;40;62435.9742594684;1560.89935648671;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;TERTIAIRE;56;1071;153696.986899285;143.50792427571;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;TERTIAIRE;66;44;5679.87019845465;129.087959055788;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;TERTIAIRE;91;29;8056.04838693347;277.794771963223;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;24;Centre-Val de Loire;ENT;TERTIAIRE;59;30;9217.75725188639;307.25857506288;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;INDUSTRIE;33;39;6024.98615091212;154.486824382362;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;TERTIAIRE;69;82;6657.05510115013;81.1835987945138;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;INDUSTRIE;22;253;645435.841025289;2551.12980642407;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;49;592;271299.672229494;458.276473360631;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;52;525;360956.003290887;687.535244363595;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;77;156;18944.3715152319;121.438278943794;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;53;70;11288.6781446165;161.266830637379;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;81;297;28653.1936075929;96.4753993521646;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;82;176;55613.9242469183;315.988205948399;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;84;3944;582259.634765517;147.631753236693;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;85;917;225385.315784602;245.785513396513;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;AGRICULTURE;01;4913;454092.105836201;92.4266447865258;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;INDUSTRIE;14;35;7266.85893767178;207.624541076337;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;INDUSTRIE;41;461;39535.0974116146;85.7594303939578;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;TERTIAIRE;33;194;44377.0040058044;228.747443328889;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;TERTIAIRE;72;78;131902.378449102;1691.05613396285;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;TERTIAIRE;99;76;5357.47248319895;70.4930589894599;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;INDUSTRIE;16;244;98409.3320805891;403.316934756513;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;TERTIAIRE;36;1408;531609.775433513;377.563760961302;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;TERTIAIRE;49;533;195985.339760109;367.702326003956;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;TERTIAIRE;51;9;12197.7340984272;1355.30378871413;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;TERTIAIRE;52;486;203739.841003428;419.217779842444;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;TERTIAIRE;73;38;3694.27135599728;97.2176672630863;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;TERTIAIRE;91;68;20945.3227187847;308.019451746833;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;TERTIAIRE;93;406;56457.6302568409;139.058202603056;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
